REF_DATE,GEO,DGUID,CDUID,Authorized_police_officer_strength,Authorized_police_officer_strength_per100k_population,Crime_severity_index,Female_police_officers,Male_police_officers,Net_gain_or_loss_hirings_and_departures,Police_officers_eligible_to_retire,Police_officers_per_100k_population,Population,Total_number_of_civilian_and_other_personnel,Total_number_of_police_officers,Weighted_clearance_rate
2011,"Sackville, New Brunswick, Royal Canadian Mounted Police, municipal",13008,1300,10,179.2,82.29,,,,,179.2,5579,0,10,31.89
2011,"Sackville, New Brunswick, municipal",13033,1303,,,,,,,,,,,,
2011,"Saguenay, Quebec, municipal",24241,2424,179,121.5,71.8,34,145,,,121.5,147357,68,179,35.78
2011,"Saint Jean-sur-Richelieu, Quebec, municipal",24272,2427,109,116.9,76.31,31,76,,,114.7,93247,33,107,35.6
2011,"Saint John, New Brunswick, municipal",13027,1302,166,235.3,98.99,21,143,,,232.5,70534,48,164,49.09
2011,"Saint Quentin, New Brunswick, Royal Canadian Mounted Police, municipal",13708,1370,3,142.6,104.9,,,,,142.6,2104,0,3,25.07
2011,"Saint-Georges, Quebec, municipal",24266,2426,30,95.3,22.62,,,,,89,31477,7,28,99.78
2011,"Saint-Sauveur-des-Monts, Quebec, municipal",24304,2430,,,,,,,,,,,,
2011,"Saint-romuald, Quebec, municipal",24299,2429,,,,,,,,,,,,
2011,"Salaberry-de-Valleyfield, Quebec, municipal",24345,2434,,,,,,,,,,,,
2011,"Salmon Arm, British Columbia, Royal Canadian Mounted Police, municipal",59776,5977,19,107.5,104.85,,,,,113.1,17682,0,20,21.42
2011,"Sarnia, Ontario, municipal",35261,3526,112,149.5,77.97,14,97,,,148.2,74907,47,111,46.05
2011,"Saskatoon, Saskatchewan, municipal",47066,4706,430,186.8,126.63,99,341,,,191.1,230201,192,440,36.78
2011,"Saugeen Shores, Ontario, municipal",35240,3524,22,169,39.05,4,18,,,169,13019,3,22,52.54
2011,"Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal",35134,3513,1,92.7,20.04,,,,,92.7,1079,0,1,65.61
2011,"Sault Ste. Marie (Macdonald/Meredith), Ontario, Ontario Provincial Police, municipal",35132,3513,1,66.4,41.17,,,,,66.4,1505,0,1,36.63
2011,"Sault Ste. Marie, Ontario, municipal",35262,3526,140,179.2,82.11,22,116,,,176.6,78121,53,138,41.86
2011,"Schefferville, Quebec, municipal",24181,2418,,,,,,,,,,,,
2011,"Schreiber (Terrace Bay), Ontario, Ontario Provincial Police, municipal",35115,3511,2,132.6,44.32,,,,,132.6,1508,0,2,61.99
2011,"Sechelt, British Columbia, Royal Canadian Mounted Police, municipal",59863,5986,11,117,76.02,5,5,,,106.4,9400,0,10,36.56
2011,"Selkirk, Manitoba, Royal Canadian Mounted Police, municipal",46804,4680,18,180,166.27,,,,,190,9998,5,19,42.86
2011,"Selwyn, Ontario, Ontario Provincial Police, municipal",35023,3502,13,87.9,36.2,,,,,87.9,14797,2,13,49.16
2011,"Sept-îles, Quebec, municipal",24318,2431,,,,,,,,,,,,
2011,"Shaunavon, Saskatchewan, Royal Canadian Mounted Police, municipal",47900,4790,2,112.3,37.56,,,,,112.3,1781,0,2,109.46
2011,"Shawinigan, Quebec, municipal",24236,2423,,,,,,,,,,,,
2011,"Shawinigan, Quebec, municipal",24321,2432,,,,,,,,,,,,
2011,"Shawinigan-Sud, Quebec, municipal",24322,2432,,,,,,,,,,,,
2011,"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal",12836,1283,4,232.8,143.58,0,4,,,232.8,1718,0,4,66.16
2011,"Shelburne, Ontario, municipal",35265,3526,12,197.5,40.2,,,,,197.5,6076,3,12,78.8
2011,"Sherbrooke, Quebec, municipal",24323,2432,200,127.8,61.09,39,161,,,127.8,156508,52,200,40.15
2011,"Sidney, British Columbia, Royal Canadian Mounted Police, municipal",59925,5992,14,124.4,61.78,4,12,,,142.2,11252,0,16,39.35
2011,"Siksika Nation, Alberta, municipal",48092,4809,,,,,,,,,,,,
2011,"Sillery, Quebec, municipal",24324,2432,,,,,,,,,,,,
2011,"Six Nations, Ontario, municipal",35210,3521,27,368.2,229.22,,,,,422.8,7332,12,31,29.77
2011,"Slave Lake, Alberta, Royal Canadian Mounted Police, municipal",48858,4885,13,184.4,142.81,,,,,156,7051,0,11,53.15
2011,"Smithers, British Columbia, Royal Canadian Mounted Police, municipal",59866,5986,9,163.2,136.11,,,,,163.2,5516,0,9,37.37
2011,"Smiths Falls, Ontario, municipal",35268,3526,25,271.9,115.47,,,,,271.9,9194,10,25,55.72
2011,"Sooke, British Columbia, Royal Canadian Mounted Police, municipal",59020,5902,11,94,63.62,5,9,,,119.6,11702,0,14,35.04
2011,"Sorel-Tracy, Quebec, municipal",24325,2432,,,,,,,,,,,,
2011,"Souris, Manitoba, Royal Canadian Mounted Police, municipal",46729,4672,2,106.8,37.59,,,,,53.4,1872,0,1,34.2
2011,"South Bruce (Brockton), Ontario, Ontario Provincial Police, municipal",35145,3514,17,176,56.4,,,,,176,9658,1,17,41.71
2011,"South Bruce (Kincardine), Ontario, Ontario Provincial Police, municipal",35482,3548,17,148.5,48.74,,,,,148.5,11450,1,17,41.48
2011,"South Simcoe (Innisfil), Ontario, municipal",35275,3527,79,126.4,36.48,12,67,,,126.4,62480,41,79,33.34
2011,"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal",35469,3546,19,204,75.13,6,13,,,204,9316,1,19,59.04
2011,"Spallumcheen, British Columbia, Royal Canadian Mounted Police, municipal",59038,5903,,,,,,,,,,,,
2011,"Spallumcheen, British Columbia, Royal Canadian Mounted Police, rural",59718,5971,,,,,,,,,,,,
2011,"Springfield, Manitoba, municipal",46053,4605,,,,,,,,,,,,
2011,"Springhill, Nova Scotia, municipal",12043,1204,13,329.7,165.41,0,8,,,202.9,3943,8,8,65.47
2011,"Spruce Grove, Alberta, Royal Canadian Mounted Police, municipal",48795,4879,20,73.2,73.17,,,,,73.2,27314,0,20,33.25
2011,"Squamish, British Columbia, Royal Canadian Mounted Police, municipal",59870,5987,24,133.5,106.19,9,13,,,122.4,17977,0,22,26.57
2011,"St. Adolphe-d'howard, Quebec, municipal",24092,2409,,,,,,,,,,,,
2011,"St. Albert, Alberta, Royal Canadian Mounted Police, municipal",48770,4877,55,86.8,57.8,12,41,,,83.6,63397,0,53,34.26
2011,"St. Andrews, New Brunswick, Royal Canadian Mounted Police, municipal",13704,1370,3,158.7,35.33,,,,,211.6,1890,0,4,36.43
2011,"St. Basile-le-grand, Quebec, municipal",24048,2404,,,,,,,,,,,,
2011,"St. Bruno, Quebec, municipal",24246,2424,,,,,,,,,,,,
2011,"St. Césaire, Quebec, municipal",24239,2423,,,,,,,,,,,,
2011,"St. Donat, Quebec, municipal",24252,2425,,,,,,,,,,,,
2011,"St. Eustache, Quebec, municipal",24257,2425,60,134.6,69.51,19,41,,,134.6,44576,24,60,49.89
2011,"St. Félicien, Quebec, municipal",24261,2426,,,,,,,,,,,,
2011,"St. Hubert, Quebec, municipal",24269,2426,,,,,,,,,,,,
2011,"St. Hyacinthe, Quebec, municipal",24271,2427,,,,,,,,,,,,
2011,"St. John's, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal",10500,1050,342,171.2,86.12,72,264,,,168.2,199780,102,336,26.55
2011,"St. Jérôme, Quebec, municipal",24275,2427,104,150.1,107.19,17,87,,,150.1,69297,34,104,40.72
2011,"St. Lambert, Quebec, municipal",24145,2414,,,,,,,,,,,,
2011,"St. Lazare, Quebec, municipal",24286,2428,,,,,,,,,,,,
2011,"St. Luc, Quebec, municipal",24138,2413,,,,,,,,,,,,
2011,"St. Paul, Alberta, Royal Canadian Mounted Police, municipal",48772,4877,11,196.7,220.19,5,4,,,160.9,5592,0,9,59.35
2011,"St. Rémi, Quebec, municipal",24300,2430,,,,,,,,,,,,
2011,"St. Stephen-milltown, New Brunswick, municipal",13032,1303,,,,,,,,,,,,
2011,"St. Thomas, Ontario, municipal",35258,3525,66,169.1,47.05,10,56,,,169.1,39027,23,66,48.97
2011,"Ste. Adèle, Quebec, municipal",24238,2423,20,164.1,34.55,5,15,,,164.1,12189,11,20,73.71
2011,"Ste. Agathe-des-monts, Quebec, municipal",24242,2424,,,,,,,,,,,,
2011,"Ste. Anne, Manitoba, municipal",46068,4606,4,241.7,56,,,,,241.7,1655,1,4,40.76
2011,"Ste. Foy, Quebec, municipal",24262,2426,,,,,,,,,,,,
2011,"Ste. Julie, Quebec, municipal",24371,2437,,,,,,,,,,,,
2011,"Ste. Marie, Quebec, municipal",24291,2429,14,107.5,37.82,,,,,107.5,13028,6,14,51.06
2011,"Ste. Thérèse, Quebec, municipal",24306,2430,,,,,,,,,,,,
2011,"Steinbach, Manitoba, Royal Canadian Mounted Police, municipal",46816,4681,13,93.7,81.71,,,,,93.7,13872,2,13,41.17
2011,"Stellarton, Nova Scotia, municipal",12044,1204,10,218.4,74.22,,,,,218.4,4578,9,10,51.32
2011,"Stettler, Alberta, Royal Canadian Mounted Police, municipal",48886,4888,8,134.9,95.82,,,,,134.9,5931,0,8,43.1
2011,"Stirling, Ontario, municipal",35273,3527,10,196.1,35.16,0,10,,,196.1,5099,1,10,34.8
2011,"Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal",59002,5900,9,298.1,113.02,,,,,231.9,3019,3,7,41.53
2011,"Stonewall, Manitoba, Royal Canadian Mounted Police, municipal",46806,4680,4,86.8,53.08,,,,,86.8,4608,0,4,51.67
2011,"Stony Plain, Alberta, Royal Canadian Mounted Police, municipal",48796,4879,13,83.2,83.59,0,13,,,83.2,15619,0,13,40.94
2011,"Stormont/Dundas/Glengarry, Ontario, Ontario Provincial Police, municipal",35089,3508,82,123.5,39.68,15,67,,,123.5,66379,11,82,48.72
2011,"Stoughton, Saskatchewan, municipal",47095,4709,,,,,,,,,,,,
2011,"Stratford, Ontario, municipal",35281,3528,57,179.7,57.54,6,51,,,179.7,31717,19,57,49.26
2011,"Stratford, Prince Edward Island, Royal Canadian Mounted Police, municipal",11714,1171,6,67.6,27.83,0,6,,,67.6,8872,0,6,26.89
2011,"Strathcona, Alberta, Royal Canadian Mounted Police, municipal",48768,4876,76,116.8,53.19,14,59,,,112.2,65052,0,73,37.06
2011,"Strathmore, Alberta, Royal Canadian Mounted Police, municipal",48903,4890,16,125.6,88.18,5,10,,,117.8,12735,0,15,45.18
2011,"Strathroy-Caradoc, Ontario, municipal",35282,3528,31,144.2,39.57,4,27,,,144.2,21500,13,31,39.73
2011,"Sturgeon Falls, Ontario, municipal",35284,3528,23,158.6,45.43,,,,,158.6,14501,8,23,55.61
2011,"Summerland, British Columbia, Royal Canadian Mounted Police, municipal",59741,5974,9,79,42.63,,,,,87.8,11395,0,10,22.31
2011,"Summerside, Prince Edward Island, municipal",11007,1100,24,159.2,113.66,,,,,165.8,15078,9,25,29.95
2011,"Superior East (Wawa), Ontario, Ontario Provincial Police, municipal",35375,3537,9,294.5,63.66,,,,,294.5,3056,1,9,45.23
2011,"Surrey, British Columbia, Royal Canadian Mounted Police, municipal",59704,5970,621,128.9,119.85,109,487,,,123.7,481676,10,596,21.23
2011,"Swan Hills, Alberta, Royal Canadian Mounted Police, municipal",48801,4880,,,,,,,,,,,,
2011,"Swan River, Manitoba, Royal Canadian Mounted Police, municipal",46770,4677,7,176.8,249.9,,,,,227.3,3960,0,9,49.59
2011,"Swift Current, Saskatchewan, Royal Canadian Mounted Police, municipal",47906,4790,18,112.6,121.94,,,,,106.3,15989,0,17,36.69
2011,"Sydney, Nova Scotia, municipal",12048,1204,,,,,,,,,,,,
2011,"Sylvan Lake, Alberta, Royal Canadian Mounted Police, municipal",48904,4890,14,108.5,72.55,,,,,108.5,12909,0,14,46.54
2011,"Taber, Alberta, municipal",48088,4808,14,167.4,79.12,,,,,167.4,8363,10,14,58.3
2011,"Temiskaming (Dymond), Ontario, Ontario Provincial Police, municipal",35059,3505,2,155.4,41.87,,,,,155.4,1287,0,2,98.83
2011,"Temiskaming (New Liskeard), Ontario, Ontario Provincial Police, municipal",35176,3517,9,191.7,42.91,,,,,191.7,4696,0,9,100
2011,"Temiskaming (Temagami), Ontario, Ontario Provincial Police, municipal",35060,3506,2,233.9,,,,,,233.9,855,0,2,
2011,"Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal",35219,3521,,,,,,,,,,,,
2011,"Temiskaming Shores, Ontario, municipal",35192,3519,,,,,,,,,,,,
2011,"Terrace Bay, Ontario, municipal",35399,3539,,,,,,,,,,,,
2011,"Terrace, British Columbia, Royal Canadian Mounted Police, municipal",59861,5986,25,213.3,162.66,,,,,213.3,11720,0,25,44.74
2011,"Terrebonne, Quebec, municipal",24333,2433,149,112.9,53.21,36,113,,,112.9,131983,43,149,43.88
2011,"The Pas, Manitoba, Royal Canadian Mounted Police, municipal",46772,4677,15,267.3,312.67,,,,,267.3,5611,0,15,56.28
2011,"Thetford Mines, Quebec, municipal",24334,2433,29,112.3,58.61,7,25,,,123.9,25829,14,32,55.24
2011,"Thompson, Manitoba, Royal Canadian Mounted Police, municipal",46774,4677,38,283,299.22,10,33,,,320.3,13427,0,43,62.74
2011,"Three Hills, Alberta, Royal Canadian Mounted Police, municipal",48905,4890,,,,,,,,,,,,
2011,"Thunder Bay (Neebing), Ontario, Ontario Provincial Police, municipal",35220,3522,,,,,,,,,,,,
2011,"Thunder Bay (Shuniah), Ontario, Ontario Provincial Police, municipal",35033,3503,4,142.9,59.93,0,4,,,142.9,2799,0,4,46.17
2011,"Thunder Bay, Ontario, municipal",35299,3529,224,191,106.82,39,189,,,194.4,117261,94,228,43.17
2011,"Thérèse-de-Blainville, Quebec, municipal",24267,2426,98,126.8,72.09,17,81,,,126.8,77307,37,98,47.92
2011,"Tillsonburg, Ontario, municipal",35302,3530,,,,,,,,,,,,
2011,"Timiskaming First Nations, Quebec, municipal",24139,2413,4,733.9,,0,5,,,917.4,545,2,5,
2011,"Timmins, Ontario, municipal",35289,3528,86,193.7,99.45,10,74,,,189.2,44392,45,84,53.35
2011,"Tisdale, Saskatchewan, Royal Canadian Mounted Police, municipal",47770,4777,4,122.8,45.32,0,4,,,122.8,3257,0,4,103.16
2011,"Toronto, Ontario, municipal",35304,3530,5587,206.6,68.54,1063,4713,,,213.6,2703898,2818,5776,36.42
2011,"Tracy, Quebec, municipal",24336,2433,,,,,,,,,,,,
2011,"Trail, British Columbia, Royal Canadian Mounted Police, municipal",59811,5981,14,180.1,125.51,,,,,180.1,7774,0,14,48.68
2011,"Treaty Three Communities, Ontario, municipal",35155,3515,85,1124.8,578.06,16,69,,,1124.8,7557,23,85,81.66
2011,"Trenton, Nova Scotia, municipal",12059,1205,0,,,0,0,,,,,0,0,
2011,"Trenton, Ontario, municipal",35307,3530,,,,,,,,,,,,
2011,"Trois-Rivières, Quebec, municipal",24237,2423,164,123.7,72.39,28,136,,,123.7,132553,63,164,47.54
2011,"Trois-Rivières, Quebec, municipal",24338,2433,,,,,,,,,,,,
2011,"Trois-Rivières-West, Quebec, municipal",24339,2433,,,,,,,,,,,,
2011,"Truro, Nova Scotia, municipal",12052,1205,36,291.3,140.37,5,31,,,291.3,12358,22,36,53.62
2011,"Tsuu Tina, Alberta, municipal",48004,4800,10,472.1,237.22,,,,,472.1,2118,4,10,84.8
2011,"Tyendinaga, Ontario, Ontario Provincial Police, municipal",35111,3511,,,,,,,,,,,,
2011,"Uashat Mak Mani-Utenam, Quebec, municipal",24177,2417,15,529.7,261.61,,,,,529.7,2832,6,15,70.93
2011,"United Chiefs and Councils of Manitoulin (UCCM) Anishnaabe, Ontario, municipal",35320,3532,19,888.3,275.6,,,,,841.5,2139,7,18,55.5
2011,"Unity, Saskatchewan, Royal Canadian Mounted Police, municipal",47732,4773,3,122.2,20.16,,,,,122.2,2455,0,3,96.82
2011,"Upper Ottawa Valley (Laurentian Hills), Ontario, Ontario Provincial Police, municipal",35173,3517,2,88.6,26.67,,,,,88.6,2257,0,2,57.84
2011,"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal",35217,3521,30,203.6,69.54,,,,,196.8,14733,24,29,47.81
2011,"Upper Ottawa Valley (Petawawa), Ontario, Ontario Provincial Police, municipal",35169,3516,13,88.7,28.36,4,9,,,88.7,14664,1,13,46.89
2011,"Val-Bélair, Quebec, municipal",24342,2434,,,,,,,,,,,,
2011,"Val-d'or, Quebec, municipal",24343,2434,,,,,,,,,,,,
2011,"Valcourt, Quebec, municipal",24340,2434,,,,,,,,,,,,
2011,"Valleyview, Alberta, Royal Canadian Mounted Police, municipal",48861,4886,,,,,,,,,,,,
2011,"Vallée-du-richelieu, Quebec, municipal",24029,2402,,,,,,,,,,,,
2011,"Vancouver, British Columbia, municipal",59023,5902,1327,212.8,110.28,307,1069,,,220.7,623528,380,1376,30.74
2011,"Varennes, Quebec, municipal",24243,2424,,,,,,,,,,,,
2011,"Vaudreuil-dorion, Quebec, municipal",24346,2434,,,,,,,,,,,,
2011,"Vegreville, Alberta, Royal Canadian Mounted Police, municipal",48780,4878,8,136.1,107.92,,,,,153.1,5879,0,9,53.48
2011,"Vermilion, Alberta, Royal Canadian Mounted Police, municipal",48782,4878,,,,,,,,,,,,
2011,"Vernon, British Columbia, Royal Canadian Mounted Police, municipal",59780,5978,61,157.1,118.43,8,48,,,144.3,38817,0,56,34.48
2011,"Victoria, British Columbia, municipal",59025,5902,243,245.6,132.91,59,184,,,245.6,98940,95,243,40.92
2011,"Victoriaville, Quebec, municipal",24351,2435,,,,,,,,,,,,
2011,"View Royal, British Columbia, Royal Canadian Mounted Police, municipal",59864,5986,8,83.6,50.04,,,,,73.2,9567,1,7,34.51
2011,"Virden, Manitoba, Royal Canadian Mounted Police, municipal",46744,4674,5,157.3,69.76,0,5,,,157.3,3179,0,5,46.28
2011,"Wadena, Saskatchewan, Royal Canadian Mounted Police, municipal",47930,4793,2,149.5,52.03,,,,,149.5,1338,0,2,96.97
2011,"Wainwright, Alberta, Royal Canadian Mounted Police, municipal",48786,4878,8,129.9,81.07,,,,,129.9,6157,0,8,49.83
2011,"Warman, Saskatchewan, Royal Canadian Mounted Police, municipal",47956,4795,6,68.5,34.11,0,6,,,68.5,8763,0,6,52.72
2011,"Waskaganish, Quebec, municipal",24377,2437,0,,,0,0,,,,,0,0,
2011,"Waswanipi, Quebec, municipal",24376,2437,0,,,0,0,,,,,0,0,
2011,"Waterloo Region (Kitchener), Ontario, municipal",35291,3529,724,138.2,63.74,146,579,,,138.4,523696,291,725,42.82
2011,"Watrous, Saskatchewan, Royal Canadian Mounted Police, municipal",47865,4786,2,105.8,22.51,,,,,105.8,1891,0,2,104.8
2011,"Watson, Saskatchewan, municipal",47096,4709,,,,,,,,,,,,
2011,"Wellington County, Ontario, Ontario Provincial Police, municipal",35073,3507,108,121.4,30.28,24,84,,,121.4,88988,16,108,44.38
2011,"Wemindji, Quebec, municipal",24378,2437,0,,,0,0,,,,,0,0,
2011,"Wemotaci, Quebec, municipal",24150,2415,9,745.7,207.08,,,,,745.7,1207,1,9,75.23
2011,"Wendake First Nations, Quebec, municipal",24160,2416,15,813.4,82.86,0,15,,,813.4,1844,1,15,42.42
2011,"West Grey, Ontario, municipal",35088,3508,22,175.3,51,,,,,175.3,12553,1,22,57.55
2011,"West Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",59027,5902,21,66.8,55.36,7,16,,,73.1,31458,0,23,26.89
2011,"West Vancouver, British Columbia, municipal",59026,5902,81,176.2,44.39,16,68,,,182.7,45969,22,84,37.55
2011,"Westlock, Alberta, Royal Canadian Mounted Police, municipal",48023,4802,,,,,,,,,,,,
2011,"Westlock, Alberta, Royal Canadian Mounted Police, municipal",48799,4879,,,,,,,,,,,,
2011,"Westville, Nova Scotia, municipal",12054,1205,7,179.8,60.37,0,7,,,179.8,3894,4,7,50.8
2011,"Wetaskiwin, Alberta, Royal Canadian Mounted Police, municipal",48890,4889,22,170.8,168.19,,,,,147.5,12882,0,19,48.01
2011,"Weyburn, Saskatchewan, municipal",47083,4708,19,176.4,103.28,,,,,176.4,10772,7,19,47.27
2011,"Whapmagoostui, Quebec, municipal",24201,2420,0,,,0,0,,,,,0,0,
2011,"Whistler, British Columbia, Royal Canadian Mounted Police, municipal",59784,5978,23,225,149.92,,,,,205.4,10223,0,21,23.82
2011,"White Rock, British Columbia, Royal Canadian Mounted Police, municipal",59880,5988,23,117.8,72.3,7,14,,,107.5,19526,0,21,17.19
2011,"Whitecourt, Alberta, Royal Canadian Mounted Police, municipal",48789,4878,15,149.7,145.28,0,16,,,159.6,10022,0,16,54.28
2011,"Wiarton (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal",35489,3548,16,187.1,49.62,,,,,187.1,8551,1,16,44.85
2011,"Wikwemikong, Ontario, municipal",35130,3513,18,680.5,514.32,,,,,680.5,2645,15,18,123.96
2011,"Wilkie, Saskatchewan, Royal Canadian Mounted Police, municipal",47730,4773,2,151.2,68.51,,,,,151.2,1323,0,2,99.6
2011,"Williams Lake, British Columbia, Royal Canadian Mounted Police, municipal",59927,5992,24,217.4,193.16,4,22,,,235.5,11040,0,26,45.22
2011,"Wilton, Saskatchewan, municipal",47011,4701,,,,,,,,,,,,
2011,"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal",12744,1274,8,208.9,126.09,,,,,182.8,3829,0,7,40.46
2011,"Windsor, Ontario, municipal",35331,3533,473,217.9,81.56,70,396,,,214.6,217114,146,466,39.92
2011,"Windsor, Quebec, municipal",24357,2435,,,,,,,,,,,,
2011,"Wingham, Ontario, municipal",35332,3533,7,249.6,69.86,0,7,,,249.6,2805,1,7,62.46
2011,"Winkler, Manitoba, municipal",46061,4606,17,155.8,54.48,0,16,,,146.7,10909,2,16,40.76
2011,"Winnipeg, Manitoba, municipal",46064,4606,1393,205.6,110.84,201,1192,,,205.6,677532,437,1393,36.58
2011,"Wolfville, Nova Scotia, municipal",12056,1205,,,,,,,,,,,,
2011,"Wood Buffalo, Alberta, Royal Canadian Mounted Police, municipal",48756,4875,147,225.8,120.22,36,114,,,230.4,65115,1,150,50.54
2011,"Woodstock, New Brunswick, municipal",13037,1303,14,266.4,97.77,,,,,266.4,5256,4,14,33.7
2011,"Woodstock, Ontario, municipal",35013,3501,65,167,70.51,11,54,,,167,38916,40,65,40.45
2011,"Wynyard, Saskatchewan, Royal Canadian Mounted Police, municipal",47936,4793,3,165,54.45,,,,,165,1818,0,3,97.55
2011,"Wôlinak, Quebec, municipal",24256,2425,,,,,,,,,,,,
2011,"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal",12834,1283,18,261.4,150.52,5,14,,,276,6885,0,19,50.85
2011,"Yellow Grass, Saskatchewan, municipal",47102,4710,,,,,,,,,,,,
2011,"York Region (Markham/Vaughn), Ontario, municipal",35335,3533,1461,137.1,38.77,255,1211,,,137.6,1065436,517,1466,45.04
2011,"Yorkton, Saskatchewan, Royal Canadian Mounted Police, municipal",47931,4793,27,168.1,180.85,5,20,,,155.6,16064,0,25,55.8
2012,"Abbotsford, British Columbia, municipal",59009,5900,216,156.1,72.14,38,179,7,2.8,156.8,138356,76,217,29.98
2012,"Addington Highlands, Ontario, Ontario Provincial Police, municipal",35086,3508,,,,,,,,,,,,
2012,"Admaston/Bromley, Ontario, Ontario Provincial Police, municipal",35166,3516,1,34.1,23.29,,,0,0,34.1,2935,0,1,36.06
2012,"Airdrie, Alberta, Royal Canadian Mounted Police, municipal",48899,4889,39,80.2,60.01,11,27,,,78.1,48647,0,38,36
2012,"Akwesasne Mohawk, Ontario, municipal",35002,3500,33,705.3,91.17,4,29,,,705.3,4679,9,33,66.05
2012,"Alexandria, Ontario, municipal",35003,3500,,,,,,,,,,,,
2012,"Alma, Quebec, municipal",24003,2400,,,,,,,,,,,,
2012,"Altona, Manitoba, municipal",46001,4600,8,157.3,99.91,0,8,,,157.3,5086,1,8,72.73
2012,"Amherst, Nova Scotia, municipal",12001,1200,28,286.8,112.46,,,0,,286.8,9762,11,28,48.66
2012,"Amherstburg, Ontario, municipal",35007,3500,31,140,17.06,,,,,135.5,22137,3,30,41.09
2012,"Amos, Quebec, municipal",24004,2400,,,,,,,,,,,,
2012,"Anishinabek, Ontario, municipal",35006,3500,61,586.4,131.18,6,55,,,586.4,10403,21,61,48.94
2012,"Annapolis Royal, Nova Scotia, municipal",12002,1200,4,811.4,,,,0,0,811.4,493,8,4,
2012,"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal",12752,1275,9,196.1,130.53,,,0,,196.1,4589,0,9,50.42
2012,"Apsley (North Kawartha), Ontario, Ontario Provincial Police, municipal",35085,3508,4,171.5,97.06,,,0,0,171.5,2333,1,4,39.51
2012,"Armstrong, British Columbia, Royal Canadian Mounted Police, municipal",59041,5904,,,,,,,,,,,,
2012,"Arnprior, Ontario, Ontario Provincial Police, municipal",35458,3545,,,,,,,,,,,,
2012,"Asbestos, Quebec, municipal",24011,2401,,,,,,,,,,,,
2012,"Assiniboia, Saskatchewan, Royal Canadian Mounted Police, municipal",47880,4788,,,,,,,,,,,,
2012,"Athabaska, Alberta, Royal Canadian Mounted Police, municipal",48792,4879,,,,,,,,,,,,
2012,"Atikokan, Ontario, municipal",35353,3535,,,,,,,,,,,,
2012,"Aylmer, Ontario, municipal",35014,3501,13,174.3,42.27,,,0,,174.3,7460,4,13,42.52
2012,"Aylmer, Quebec, municipal",24155,2415,,,,,,,,,,,,
2012,"Baie-comeau, Quebec, municipal",24015,2401,,,,,,,,,,,,
2012,"Banff, Alberta, Royal Canadian Mounted Police, municipal",48731,4873,16,201.8,147.88,,,4,,189.2,7928,0,15,46.87
2012,"Barrhead, Alberta, Royal Canadian Mounted Police, municipal",48934,4893,,,,,,,,,,,,
2012,"Barrie, Ontario, municipal",35021,3502,236,166,56.93,41,191,7,,163.2,142139,100,232,43.87
2012,"Bathurst, New Brunswick, municipal",13001,1300,30,245,95.53,5,25,,,245,12246,16,30,49.41
2012,"Battleford, Saskatchewan, Royal Canadian Mounted Police, municipal",47707,4770,5,118.1,116.59,,,0,0,141.7,4235,0,6,34.03
2012,"Beaumont, Alberta, Royal Canadian Mounted Police, municipal",48704,4870,11,73.8,38.05,,,0,,80.5,14915,0,12,42.76
2012,"Beausejour, Manitoba, Royal Canadian Mounted Police, municipal",46783,4678,3,93.2,70.23,,,0,0,93.2,3218,0,3,34.69
2012,"Bedford, Quebec, municipal",24028,2402,,,,,,,,,,,,
2012,"Belleterre, Quebec, municipal",24151,2415,,,,,,,,,,,,
2012,"Belleville, Ontario, municipal",35027,3502,88,173.1,107.4,16,72,,,173.1,50844,35,88,45.07
2012,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte (BNPP) Regional, New Brunswick, municipal",13050,1305,19,212.2,42.24,,,,,212.2,8954,2,19,35.84
2012,"Berwick, Nova Scotia, municipal",12004,1200,,,,,,,,,,,,
2012,"Biggar, Saskatchewan, Royal Canadian Mounted Police, municipal",47843,4784,,,,,,,,,,,,
2012,"Blackfalds, Alberta, Royal Canadian Mounted Police, municipal",48019,4801,,,,,,,,,,,,
2012,"Blackfalds, Alberta, Royal Canadian Mounted Police, rural",48883,4888,5,23.6,80.27,,,0,,23.6,21146,0,5,34.12
2012,"Blacks Harbour, New Brunswick, municipal",13009,1300,,,,,,,,,,,,
2012,"Blainville, Quebec, municipal",24305,2430,75,136.8,46.14,14,61,4,,136.8,54835,32,75,32.86
2012,"Blairmore, Alberta, Royal Canadian Mounted Police, municipal",48917,4891,,,,,,,,,,,,
2012,"Blind River, Ontario, Ontario Provincial Police, rural",35050,3505,9,344.2,88.32,,,0,0,344.2,2615,0,9,52.52
